ALERTA,MES,ANO,SENSOR,ESTADO,AREAKM2,MUNICIPIO,UC,USO,JURISDICAO
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.17,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Tarauacá,FES do Mogno,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,MT,0.02,Colniza,RESEX Guariba-Roosevelt,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,PA,0.02,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Sena Madureira,RESEX do Cazumbá-Iracema,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,RO,0.03,Porto Velho,RESEX Jaci Paraná,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,RO,0.03,Porto Velho,RESEX Jaci Paraná,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,RO,0.32,Porto Velho,RESEX Jaci Paraná,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.04,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.03,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.03,Sena Madureira,RESEX do Cazumbá-Iracema,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.01,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,RO,0.05,Porto Velho,RESEX Jaci Paraná,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,RO,0.67,Porto Velho,RESEX Jaci Paraná,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,MT,0.06,Colniza,RESEX Guariba-Roosevelt,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.04,Bujari,FES do Antimary,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Jordão,RESEX do Alto Tarauacá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Tarauacá,RESEX do Alto Tarauacá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Tarauacá,FES do Mogno,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Feijó,FLONA de Santa Rosa do Purus,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Santa Rosa do Purus,FLONA de Santa Rosa do Purus,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Cruzeiro do Sul,PARNA da Serra do Divisor,Proteção Integral,Federal
desmatamento,7,2019,Sentinel-1-2,AM,0.03,Canutama,FLONA de Balata-Tufari,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AM,0.02,Boca do Acre,RESEX Arapixi,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.04,Tarauacá,FES do Mogno,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AM,0.01,Manaus,APA Margem Esquerda do Rio Negro,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AM,0.01,Manaus,APA Margem Esquerda do Rio Negro,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Tarauacá,FES do Rio Gregório,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.04,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Tarauacá,FES do Rio Gregório,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,RO,0.03,Porto Velho,FLONA do Bom Futuro,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,RO,0.10,Porto Velho,RESEX Jaci Paraná,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AM,0.02,Lábrea,PARNA Mapinguari,Proteção Integral,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Sena Madureira,RESEX do Cazumbá-Iracema,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Sena Madureira,RESEX do Cazumbá-Iracema,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.04,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,MT,0.02,Colniza,RESEX Guariba-Roosevelt,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,RO,0.13,Porto Velho,RESEX Jaci Paraná,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,PA,0.01,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,RO,0.09,Porto Velho,RESEX Jaci Paraná,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,RO,0.03,Porto Velho,RESEX Jaci Paraná,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Sena Madureira,RESEX do Cazumbá-Iracema,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,RO,0.02,Porto Velho,RESEX Jaci Paraná,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.03,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.01,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,RO,0.19,Porto Velho,RESEX Jaci Paraná,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Jordão,RESEX do Alto Tarauacá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.06,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.03,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.01,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Sena Madureira,RESEX do Cazumbá-Iracema,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Sena Madureira,RESEX do Cazumbá-Iracema,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.03,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.03,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,RO,0.02,Porto Velho,RESEX Jaci Paraná,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Jordão,RESEX do Alto Tarauacá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.03,Sena Madureira,RESEX do Cazumbá-Iracema,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AM,0.01,Boca do Acre,FLONA Mapiá-Inauini,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.03,Sena Madureira,RESEX do Cazumbá-Iracema,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,RO,0.01,Cujubim,RESEX Rio Preto-Jacundá,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Sena Madureira,RESEX do Cazumbá-Iracema,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.04,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Jordão,RESEX do Alto Tarauacá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AM,0.02,Lábrea,PARNA Mapinguari,Proteção Integral,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Sena Madureira,RESEX do Cazumbá-Iracema,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Jordão,RESEX do Alto Tarauacá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AM,0.01,Canutama,FLONA de Balata-Tufari,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.04,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AM,0.01,Tapauá,FES Tapauá,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.03,Feijó,FLONA de Santa Rosa do Purus,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.03,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Sena Madureira,RESEX do Cazumbá-Iracema,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,MT,0.04,Colniza,RESEX Guariba-Roosevelt,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AM,0.02,Jutaí,RESEX do Rio Jutaí,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Sena Madureira,FES do Antimary,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,RO,0.01,Porto Velho,FLONA do Bom Futuro,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.03,Jordão,RESEX do Alto Tarauacá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AM,0.02,Canutama,FLONA de Balata-Tufari,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AM,0.05,Canutama,FLONA de Balata-Tufari,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Sena Madureira,RESEX do Cazumbá-Iracema,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Sena Madureira,RESEX do Cazumbá-Iracema,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Tarauacá,RESEX Riozinho da Liberdade,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AM,0.02,Canutama,FLONA de Balata-Tufari,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Sena Madureira,FES do Antimary,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.03,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.03,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Jordão,RESEX do Alto Tarauacá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Jordão,RESEX do Alto Tarauacá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.05,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Jordão,RESEX do Alto Tarauacá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Feijó,FLONA de Santa Rosa do Purus,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AM,0.01,Lábrea,FLONA de Balata-Tufari,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.03,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.03,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.03,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.08,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,RO,0.03,Porto Velho,RESEX Jaci Paraná,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.03,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,RO,0.01,Porto Velho,RESEX Jaci Paraná,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,RO,0.02,Porto Velho,RESEX Jaci Paraná,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Jordão,RESEX do Alto Tarauacá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,RO,0.07,Porto Velho,RESEX Jaci Paraná,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Sena Madureira,RESEX do Cazumbá-Iracema,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.03,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.03,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.03,Jordão,RESEX do Alto Tarauacá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,MT,0.05,Colniza,RESEX Guariba-Roosevelt,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.09,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.01,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,RO,0.12,Porto Velho,RESEX Jaci Paraná,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,RO,0.10,Porto Velho,RESEX Jaci Paraná,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AM,0.02,Manacapuru,APA Margem Direita do Rio Negro,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,RO,0.03,Porto Velho,RESEX Jaci Paraná,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AM,0.01,Lábrea,PARNA Mapinguari,Proteção Integral,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.03,Jordão,RESEX do Alto Tarauacá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Jordão,RESEX do Alto Tarauacá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Mâncio Lima,PARNA da Serra do Divisor,Proteção Integral,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Tarauacá,FES do Rio Gregório,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Mâncio Lima,PARNA da Serra do Divisor,Proteção Integral,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.04,Mâncio Lima,PARNA da Serra do Divisor,Proteção Integral,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.07,Tarauacá,FES do Rio Gregório,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.03,Tarauacá,FES do Rio Gregório,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.03,Jordão,RESEX do Alto Tarauacá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.04,Sena Madureira,RESEX do Cazumbá-Iracema,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.05,Sena Madureira,RESEX do Cazumbá-Iracema,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Jordão,RESEX do Alto Tarauacá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.08,Sena Madureira,RESEX do Cazumbá-Iracema,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Sena Madureira,RESEX do Cazumbá-Iracema,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.03,Sena Madureira,RESEX do Cazumbá-Iracema,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Feijó,FLONA de Santa Rosa do Purus,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Sena Madureira,RESEX do Cazumbá-Iracema,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.04,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Tarauacá,RESEX Riozinho da Liberdade,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Tarauacá,RESEX Riozinho da Liberdade,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.43,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.03,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Tarauacá,FES do Rio Gregório,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Tarauacá,FES do Rio Liberdade,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Tarauacá,FES do Rio Gregório,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.08,Tarauacá,FES do Rio Gregório,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.07,Tarauacá,FES do Rio Gregório,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Tarauacá,FES do Rio Gregório,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Tarauacá,FES do Rio Gregório,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Tarauacá,RESEX Riozinho da Liberdade,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Mâncio Lima,PARNA da Serra do Divisor,Proteção Integral,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Mâncio Lima,ARIE Japiim-Pentecoste,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.05,Tarauacá,FES do Rio Gregório,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.03,Tarauacá,FES do Rio Gregório,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AM,0.01,Canutama,FLONA de Balata-Tufari,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.04,Tarauacá,FES do Rio Gregório,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Mâncio Lima,PARNA da Serra do Divisor,Proteção Integral,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Mâncio Lima,PARNA da Serra do Divisor,Proteção Integral,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.04,Tarauacá,FES do Rio Gregório,Uso Sustentável,Estadual
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Mâncio Lima,PARNA da Serra do Divisor,Proteção Integral,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.03,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.06,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.02,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.04,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.02,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.06,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AM,0.01,Lábrea,FLONA do Iquiri,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.01,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.06,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.04,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.01,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.01,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Cruzeiro do Sul,PARNA da Serra do Divisor,Proteção Integral,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.02,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.01,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.02,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.03,Sena Madureira,RESEX do Cazumbá-Iracema,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.01,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.02,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.01,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.04,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.02,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,AC,0.05,Sena Madureira,RESEX do Cazumbá-Iracema,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.02,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,7,2019,Sentinel-1-2,PA,0.03,Itaituba,APA do Tapajós,Uso Sustentável,Federal
