ALERTA,MES,ANO,SENSOR,ESTADO,AREAKM2,MUNICIPIO,TERRA_INDI
desmatamento,"10","2022",Sentinel-2,PA,0.04,Nova Esperança do Piriá,TI Alto Rio Guamá
desmatamento,"10","2022",Sentinel-2,PA,0.04,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2022",Sentinel-2,PA,0.04,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2022",Sentinel-2,AM,0.04,Jutaí,TI Estrela da Paz
desmatamento,"10","2022",Sentinel-2,PA,0.04,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"10","2022",Sentinel-2,PA,0.04,Altamira,TI Ituna/Itatá
desmatamento,"10","2022",Sentinel-2,PA,0.04,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2022",Sentinel-2,PA,0.04,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2022",Sentinel-2,AM,0.04,Jutaí,TI Estrela da Paz
desmatamento,"10","2022",Sentinel-2,PA,0.03,Uruará,TI Cachoeira Seca
desmatamento,"10","2022",Sentinel-2,PA,0.03,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"10","2022",Sentinel-2,PA,0.03,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2022",Sentinel-2,PA,0.03,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2022",Sentinel-2,PA,0.03,Senador José Porfírio,TI Trincheira/Bacajá
desmatamento,"10","2022",Sentinel-2,RO,0.03,Nova Mamoré,TI Karipuna
desmatamento,"10","2022",Sentinel-2,AM,0.03,Careiro da Várzea,TI Gavião
desmatamento,"10","2022",Sentinel-2,PA,0.01,Uruará,TI Arara
desmatamento,"10","2022",Sentinel-2,AM,0.03,São Gabriel da Cachoeira,TI Cué-Cué/Marabitanas
desmatamento,"10","2022",Sentinel-2,PA,0.03,Altamira,TI Cachoeira Seca
desmatamento,"10","2022",Sentinel-2,AM,0.03,Benjamin Constant,TI Lauro Sodré
desmatamento,"10","2022",Sentinel-2,PA,0.03,Senador José Porfírio,TI Trincheira/Bacajá
desmatamento,"10","2022",Sentinel-2,PA,0.03,Altamira,TI Cachoeira Seca
desmatamento,"10","2022",Sentinel-2,PA,0.03,Nova Esperança do Piriá,TI Alto Rio Guamá
desmatamento,"10","2022",Sentinel-2,PA,0.03,Altamira,TI Cachoeira Seca
desmatamento,"10","2022",Sentinel-2,PA,0.03,Altamira,TI Cachoeira Seca
desmatamento,"10","2022",Sentinel-2,MT,0.03,Brasnorte,TI Manoki
desmatamento,"10","2022",Sentinel-2,PA,0.03,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2022",Sentinel-2,PA,0.03,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2022",Sentinel-2,PA,0.03,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2022",Sentinel-2,AM,0.03,São Gabriel da Cachoeira,TI Cué-Cué/Marabitanas
desmatamento,"10","2022",Sentinel-2,PA,0.03,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"10","2022",Sentinel-2,RO,0.03,Nova Mamoré,TI Karipuna
desmatamento,"10","2022",Sentinel-2,PA,0.03,Altamira,TI Cachoeira Seca
desmatamento,"10","2022",Sentinel-2,PA,0.03,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2022",Sentinel-2,RO,0.03,Espigão D'Oeste,TI Roosevelt
desmatamento,"10","2022",Sentinel-2,PA,0.03,Altamira,TI Cachoeira Seca
desmatamento,"10","2022",Sentinel-2,PA,0.03,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2022",Sentinel-2,PA,0.03,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"10","2022",Sentinel-2,PA,0.03,Altamira,TI Cachoeira Seca
desmatamento,"10","2022",Sentinel-2,AM,0.03,Presidente Figueiredo,TI Waimiri Atroari
desmatamento,"10","2022",Sentinel-2,PA,0.03,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2022",Sentinel-2,PA,0.03,Senador José Porfírio,TI Ituna/Itatá
desmatamento,"10","2022",Sentinel-2,PA,0.03,Altamira,TI Cachoeira Seca
desmatamento,"10","2022",Sentinel-2,PA,0.03,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2022",Sentinel-2,RR,0.03,Amajari,TI Yanomami
desmatamento,"10","2022",Sentinel-2,PA,0.03,Anapu,TI Trincheira/Bacajá
desmatamento,"10","2022",Sentinel-2,PA,0.03,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"10","2022",Sentinel-2,PA,0.03,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2022",Sentinel-2,PA,0.03,Senador José Porfírio,TI Ituna/Itatá
desmatamento,"10","2022",Sentinel-2,PA,0.03,Altamira,TI Cachoeira Seca
desmatamento,"10","2022",Sentinel-2,PA,0.03,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2022",Sentinel-2,PA,0.03,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2022",Sentinel-2,PA,0.03,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2022",Sentinel-2,MA,0.03,Fernando Falcão,TI Porquinhos dos Canela-Apãnjekra (reestudo)
desmatamento,"10","2022",Sentinel-2,PA,0.03,Senador José Porfírio,TI Ituna/Itatá
desmatamento,"10","2022",Sentinel-2,PA,0.03,Altamira,TI Arara
desmatamento,"10","2022",Sentinel-2,PA,0.03,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"10","2022",Sentinel-2,PA,0.02,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2022",Sentinel-2,PA,0.02,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2022",Sentinel-2,PA,0.02,Placas,TI Cachoeira Seca
desmatamento,"10","2022",Sentinel-2,MT,0.02,Brasnorte,TI Manoki
desmatamento,"10","2022",Sentinel-2,AM,0.02,Atalaia do Norte,TI Vale do Javari
desmatamento,"10","2022",Sentinel-2,AM,0.02,São Paulo de Olivença,TI Nova Esperança do Rio Jandiatuba
desmatamento,"10","2022",Sentinel-2,MT,0.02,Brasnorte,TI Manoki
desmatamento,"10","2022",Sentinel-2,PA,0.02,Altamira,TI Cachoeira Seca
desmatamento,"10","2022",Sentinel-2,PA,0.02,Senador José Porfírio,TI Ituna/Itatá
desmatamento,"10","2022",Sentinel-2,PA,0.02,Altamira,TI Cachoeira Seca
desmatamento,"10","2022",Sentinel-2,PA,0.02,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2022",Sentinel-2,AC,0.02,Feijó,TI Katukina/Kaxinawa
desmatamento,"10","2022",Sentinel-2,AM,0.02,Atalaia do Norte,TI Vale do Javari
desmatamento,"10","2022",Sentinel-2,PA,0.02,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2022",Sentinel-2,RR,0.02,Amajari,TI Yanomami
desmatamento,"10","2022",Sentinel-2,AM,0.02,Careiro da Várzea,TI Sissaíma
desmatamento,"10","2022",Sentinel-2,PA,0.02,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"10","2022",Sentinel-2,PA,0.02,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2022",Sentinel-2,PA,0.02,Nova Esperança do Piriá,TI Alto Rio Guamá
desmatamento,"10","2022",Sentinel-2,PA,0.02,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2022",Sentinel-2,PA,0.02,Altamira,TI Cachoeira Seca
desmatamento,"10","2022",Sentinel-2,PA,0.02,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"10","2022",Sentinel-2,AM,0.02,São Gabriel da Cachoeira,TI Cué-Cué/Marabitanas
desmatamento,"10","2022",Sentinel-2,PA,0.02,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2022",Sentinel-2,PA,0.02,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2022",Sentinel-2,PA,0.02,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2022",Sentinel-2,PA,0.02,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2022",Sentinel-2,PA,0.02,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2022",Sentinel-2,RO,0.02,Nova Mamoré,TI Karipuna
desmatamento,"10","2022",Sentinel-2,AM,0.02,Jutaí,TI Estrela da Paz
desmatamento,"10","2022",Sentinel-2,PA,0.02,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"10","2022",Sentinel-2,PA,0.02,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2022",Sentinel-2,AM,0.02,São Gabriel da Cachoeira,TI Alto Rio Negro
desmatamento,"10","2022",Sentinel-2,PA,0.02,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2022",Sentinel-2,PA,0.02,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2022",Sentinel-2,PA,0.02,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2022",Sentinel-2,PA,0.02,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2022",Sentinel-2,PA,0.02,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2022",Sentinel-2,PA,0.02,Altamira,TI Ituna/Itatá
desmatamento,"10","2022",Sentinel-2,PA,0.02,Altamira,TI Cachoeira Seca
desmatamento,"10","2022",Sentinel-2,PA,0.02,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2022",Sentinel-2,PA,0.02,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2022",Sentinel-2,PA,0.02,Moju,TI Anambé
desmatamento,"10","2022",Sentinel-2,PA,0.02,Altamira,TI Cachoeira Seca
desmatamento,"10","2022",Sentinel-2,PA,0.02,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"10","2022",Sentinel-2,PA,0.02,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"10","2022",Sentinel-2,RO,0.02,Nova Mamoré,TI Karipuna
desmatamento,"10","2022",Sentinel-2,MT,0.01,Brasnorte,TI Manoki
desmatamento,"10","2022",Sentinel-2,PA,0.01,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"10","2022",Sentinel-2,MT,0.01,Santa Terezinha,TI Urubu Branco
desmatamento,"10","2022",Sentinel-2,PA,0.01,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2022",Sentinel-2,PA,0.01,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2022",Sentinel-2,PA,0.01,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2022",Sentinel-2,PA,0.01,Altamira,TI Cachoeira Seca
desmatamento,"10","2022",Sentinel-2,RO,0.01,Nova Mamoré,TI Karipuna
desmatamento,"10","2022",Sentinel-2,PA,0.01,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2022",Sentinel-2,MT,0.01,Brasnorte,TI Manoki
desmatamento,"10","2022",Sentinel-2,MT,0.01,Brasnorte,TI Manoki
desmatamento,"10","2022",Sentinel-2,MT,0.01,Brasnorte,TI Manoki
desmatamento,"10","2022",Sentinel-2,PA,0.01,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2022",Sentinel-2,MT,0.01,Brasnorte,TI Manoki
desmatamento,"10","2022",Sentinel-2,PA,0.01,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2022",Sentinel-2,PA,0.01,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2022",Sentinel-2,PA,0.01,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2022",Sentinel-2,MT,0.01,Brasnorte,TI Manoki
desmatamento,"10","2022",Sentinel-2,PA,0.01,Placas,TI Cachoeira Seca
desmatamento,"10","2022",Landsat-9/Sentinel-2,RO,0.11,Nova Mamoré,TI Karipuna
desmatamento,"10","2022",Landsat-9/Sentinel-2,RO,0.10,Nova Mamoré,TI Karipuna
desmatamento,"10","2022",Landsat-9/Sentinel-2,RO,0.09,Nova Mamoré,TI Karipuna
desmatamento,"10","2022",Landsat-9/Sentinel-2,PA,0.09,Altamira,TI Cachoeira Seca
desmatamento,"10","2022",Landsat-9/Sentinel-2,RO,0.08,Porto Velho,TI Karipuna
desmatamento,"10","2022",Landsat-9/Sentinel-2,PA,0.06,Altamira,TI Cachoeira Seca
desmatamento,"10","2022",Landsat-9/Sentinel-2,PA,0.06,Altamira,TI Cachoeira Seca
desmatamento,"10","2022",Landsat-9/Sentinel-2,PA,0.05,Altamira,TI Cachoeira Seca
desmatamento,"10","2022",Landsat-9/Sentinel-2,PA,0.04,Altamira,TI Cachoeira Seca
desmatamento,"10","2022",Landsat-9/Sentinel-2,PA,0.04,Água Azul do Norte,TI Xikrin do Cateté
desmatamento,"10","2022",Landsat-9/Sentinel-2,PA,0.03,Altamira,TI Cachoeira Seca
desmatamento,"10","2022",Landsat-9/Sentinel-2,PA,0.03,Altamira,TI Cachoeira Seca
desmatamento,"10","2022",Landsat-9/Sentinel-2,PA,0.03,Altamira,TI Cachoeira Seca
desmatamento,"10","2022",Landsat-9/Sentinel-2,PA,0.03,Altamira,TI Cachoeira Seca
desmatamento,"10","2022",Landsat-9/Sentinel-2,PA,0.03,Altamira,TI Cachoeira Seca
desmatamento,"10","2022",Landsat-9/Sentinel-2,PA,0.03,Altamira,TI Cachoeira Seca
desmatamento,"10","2022",Landsat-9/Sentinel-2,PA,0.02,Altamira,TI Cachoeira Seca
desmatamento,"10","2022",Landsat-9/Sentinel-2,PA,0.02,Altamira,TI Cachoeira Seca
desmatamento,"10","2022",Landsat-9/Sentinel-2,AM,0.02,Jutaí,TI Estrela da Paz
desmatamento,"10","2022",Landsat-9/Sentinel-2,AM,0.02,Jutaí,TI Estrela da Paz
desmatamento,"10","2022",Landsat-9/Sentinel-2,PA,0.02,Altamira,TI Cachoeira Seca
desmatamento,"10","2022",Landsat-9/Sentinel-2,PA,0.02,Altamira,TI Cachoeira Seca
desmatamento,"10","2022",Landsat-9/Sentinel-2,PA,0.02,Altamira,TI Cachoeira Seca
desmatamento,"10","2022",Landsat-9/Sentinel-2,PA,0.01,Altamira,TI Cachoeira Seca
desmatamento,"10","2021",Sentinel-1-2,PA,0.84,Altamira,TI Ituna/Itatá
desmatamento,"10","2021",Sentinel-1-2,PA,0.83,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.77,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.73,Altamira,TI Ituna/Itatá
desmatamento,"10","2021",Sentinel-1-2,PA,0.68,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"10","2021",Sentinel-1-2,PA,0.64,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.63,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.46,Altamira,TI Ituna/Itatá
desmatamento,"10","2021",Sentinel-1-2,PA,0.45,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.39,Altamira,TI Cachoeira Seca
desmatamento,"10","2021",Sentinel-1-2,PA,0.38,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.37,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.36,Senador José Porfírio,TI Ituna/Itatá
desmatamento,"10","2021",Sentinel-1-2,PA,0.35,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.34,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.33,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"10","2021",Sentinel-1-2,PA,0.32,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.32,Altamira,TI Cachoeira Seca
desmatamento,"10","2021",Sentinel-1-2,PA,0.32,Altamira,TI Cachoeira Seca
desmatamento,"10","2021",Sentinel-1-2,PA,0.31,Altamira,TI Cachoeira Seca
desmatamento,"10","2021",Sentinel-1-2,PA,0.30,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.29,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.29,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.27,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.27,Altamira,TI Cachoeira Seca
desmatamento,"10","2021",Sentinel-1-2,PA,0.25,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.22,Altamira,TI Ituna/Itatá
desmatamento,"10","2021",Sentinel-1-2,PA,0.03,Senador José Porfírio,TI Ituna/Itatá
desmatamento,"10","2021",Sentinel-1-2,PA,0.25,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.24,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"10","2021",Sentinel-1-2,PA,0.24,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"10","2021",Sentinel-1-2,PA,0.23,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.23,Altamira,TI Ituna/Itatá
desmatamento,"10","2021",Sentinel-1-2,PA,0.22,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.22,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.21,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.21,Altamira,TI Cachoeira Seca
desmatamento,"10","2021",Sentinel-1-2,PA,0.21,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"10","2021",Sentinel-1-2,PA,0.21,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.21,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.20,Uruará,TI Cachoeira Seca
desmatamento,"10","2021",Sentinel-1-2,PA,0.20,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.19,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.15,Altamira,TI Ituna/Itatá
desmatamento,"10","2021",Sentinel-1-2,PA,0.04,Senador José Porfírio,TI Ituna/Itatá
desmatamento,"10","2021",Sentinel-1-2,PA,0.19,Altamira,TI Cachoeira Seca
desmatamento,"10","2021",Sentinel-1-2,PA,0.18,Uruará,TI Cachoeira Seca
desmatamento,"10","2021",Sentinel-1-2,PA,0.18,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.03,Altamira,TI Cachoeira Seca
desmatamento,"10","2021",Sentinel-1-2,PA,0.14,Uruará,TI Cachoeira Seca
desmatamento,"10","2021",Sentinel-1-2,PA,0.18,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.17,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.17,Altamira,TI Cachoeira Seca
desmatamento,"10","2021",Sentinel-1-2,PA,0.17,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.17,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"10","2021",Sentinel-1-2,PA,0.16,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.16,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.16,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"10","2021",Sentinel-1-2,PA,0.16,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.16,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.16,Altamira,TI Ituna/Itatá
desmatamento,"10","2021",Sentinel-1-2,PA,0.15,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.15,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.15,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"10","2021",Sentinel-1-2,PA,0.15,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.15,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.14,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.02,Pacajá,TI Trincheira/Bacajá
desmatamento,"10","2021",Sentinel-1-2,PA,0.13,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.13,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.13,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.13,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.13,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.12,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.12,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.12,Altamira,TI Ituna/Itatá
desmatamento,"10","2021",Sentinel-1-2,PA,0.12,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.12,Altamira,TI Cachoeira Seca
desmatamento,"10","2021",Sentinel-1-2,PA,0.12,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.12,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.12,Altamira,TI Cachoeira Seca
desmatamento,"10","2021",Sentinel-1-2,PA,0.12,Altamira,TI Cachoeira Seca
desmatamento,"10","2021",Sentinel-1-2,PA,0.11,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.11,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.11,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.11,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.11,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.11,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.11,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"10","2021",Sentinel-1-2,PA,0.10,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.10,Anapu,TI Trincheira/Bacajá
desmatamento,"10","2021",Sentinel-1-2,PA,0.10,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"10","2021",Sentinel-1-2,PA,0.10,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.10,Altamira,TI Cachoeira Seca
desmatamento,"10","2021",Sentinel-1-2,PA,0.10,Senador José Porfírio,TI Ituna/Itatá
desmatamento,"10","2021",Sentinel-1-2,PA,0.10,Altamira,TI Cachoeira Seca
desmatamento,"10","2021",Sentinel-1-2,PA,0.10,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"10","2021",Sentinel-1-2,PA,0.10,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.10,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.10,Altamira,TI Cachoeira Seca
desmatamento,"10","2021",Sentinel-1-2,PA,0.10,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.10,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"10","2021",Sentinel-1-2,PA,0.09,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.09,Uruará,TI Cachoeira Seca
desmatamento,"10","2021",Sentinel-1-2,PA,0.09,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"10","2021",Sentinel-1-2,PA,0.09,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.09,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.09,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"10","2021",Sentinel-1-2,PA,0.03,Altamira,TI Ituna/Itatá
desmatamento,"10","2021",Sentinel-1-2,PA,0.06,Senador José Porfírio,TI Ituna/Itatá
desmatamento,"10","2021",Sentinel-1-2,PA,0.09,Uruará,TI Cachoeira Seca
desmatamento,"10","2021",Sentinel-1-2,PA,0.09,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.09,Altamira,TI Cachoeira Seca
desmatamento,"10","2021",Sentinel-1-2,PA,0.01,Uruará,TI Cachoeira Seca
desmatamento,"10","2021",Sentinel-1-2,PA,0.09,Senador José Porfírio,TI Ituna/Itatá
desmatamento,"10","2021",Sentinel-1-2,PA,0.09,Altamira,TI Cachoeira Seca
desmatamento,"10","2021",Sentinel-1-2,PA,0.09,Altamira,TI Cachoeira Seca
desmatamento,"10","2021",Sentinel-1-2,PA,0.08,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.08,Senador José Porfírio,TI Ituna/Itatá
desmatamento,"10","2021",Sentinel-1-2,PA,0.08,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"10","2021",Sentinel-1-2,PA,0.08,Anapu,TI Trincheira/Bacajá
desmatamento,"10","2021",Sentinel-1-2,PA,0.08,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.08,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.08,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.08,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.07,São Félix do Xingu,TI Apyterewa
desmatamento,"10","2021",Sentinel-1-2,PA,0.07,São Félix do Xingu,TI Apyterewa
